"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20150005160","36123","105642"
"T20150005167","343","5266"
"T20150005169","225644","8866"
"T20150005180","53442","105591"
"T20150005274","286553","100706"
"T20150005285","37592","9490"
"T20150005312","29464","9498"
"T20150005353","251622","6495"
"T20150005374","41867","5868"
"T20150005379","34725","106094"
"T20150005386","29746","6456"
"T20150005390","40894","5517"
"T20150005462","33879","1002"
"T20150005474","37833","9173"
"T20150005501","47540","8695"
"T20150005575","30011","7984"
"T20150005577","11397","8967"
"T20150005594","42611","6088"
"T20150005595","49826","7675"
"T20150005610","50186","7800"
"T20150005626","53849","6147"
"T20150005658","264660","6020"
"T20150005664","53021","2355"
"T20150005671","64502","5122"
"T20150005703","45317","9024"
"T20150005709","288167","7816"
"T20150005761","45881","1030"
"T20150005767","40816","5411"
"T20150005770","42866","6323"
"T20150005787","42016","101835"
"T20150005793","55960","7805"
"T20150005803","46085","1000"
"T20150005804","268317","6012"
"T20150005809","42197","6153"
"T20150005811","35304","9276"
"T20150005836","39775","5202"
"T20150005861","29517","9254"
"T20150005870","287029","1001"
"T20150005891","232134","6914"
"T20150005902","57846","6409"
"T20150005937","277994","9010"
"T20150005961","42947","6311"
"T20150005991","34986","6547"
"T20150006023","62650","102007"
"T20150006076","45650","9020"
"T20150006100","72187","7726"
"T20150006140","36222","9242"
"T20150006148","287035","5582"
"T20150006167","11205","6493"
"T20150006235","42815","6381"
"T20150006238","232708","5336"
"T20150006253","29813","9115"
"T20150006277","47540","8695"
"T20150006279","224272","101908"
"T20150006317","287250","5483"
"T20150006386","59025","3108"
"T20150006394","43053","8982"
"T20150006402","270204","102475"
"T20150006410","919","6636"
"T20150006414","264300","6293"
"T20150006434","56710","7924"
"T20150006453","42745","6212"
"T20150006471","43666","102005"
"T20150006474","29908","8608"
"T20150006517","169","9305"
"T20150006594","290118","5474"
"T20150006601","288761","100312"
"T20150006618","246901","3101"
"T20150006648","795","6010"
"T20150006658","61611","103176"
"T20150006666","57553","5819"
"T20150006670","246851","6573"
"T20150006677","741","5823"
"T20150006695","292839","7733"
"T20150006715","287245","9463"
"T20150006723","40894","5517"
"T20150006734","278628","6401"
"T20150006743","226234","8599"
"T20150006752","57304","3214"
"T20150006771","221867","3035"
"T20150006785","155708","7774"
"T20150006788","61538","8710"
"T20150006805","73700","102501"
"T20150006853","40978","8832"
"T20150006856","287747","9456"
"T20150006880","287547","105865"
"T20150006882","34021","5673"
"T20150006884","278628","6401"
"T20150006914","40894","5517"
"T20150007011","286556","100750"
"T20150007022","599","5491"
"T20150007037","29908","8608"
"T20150007040","274307","5561"
"T20150007082","40909","5594"
"T20150007107","1016","6592"
"T20150007113","40925","5580"
"T20150007173","29900","8768"
"T20150007198","288274","3163"
"T20150007212","37235","9084"
"T20150007229","37911","9160"
"T20150007262","47705","1027"
"T20150007310","41894","5818"
"T20150007370","71245","100686"
"T20150007380","48362","6784"
"T20150007413","47846","6831"
"T20150007415","57553","5819"
"T20150007524","287982","9322"
"T20150007545","279060","6401"
"T20150007620","41559","5857"
"T20150007623","287849","100999"
"T20150007659","277994","9010"
"T20150007692","288123","6268"
"T20150007701","289584","6420"
"T20150007722","29908","8608"
"T20150007723","42642","8929"
"T20150007766","1190","100334"
"T20150007777","37693","100906"
"T20150007793","41964","5794"
"T20150007796","29372","9209"
"T20150007814","287895","106074"
"T20150007821","36138","6291"
"T20150007853","287947","103635"
"T20150007876","287970","104664"
"T20150007884","66308","5371"
"T20150007888","55700","5397"
"T20150007926","29396","9329"
"T20150007933","128","1020"
"T20150007954","29619","5485"
"T20150007961","251419","6611"
"T20150008018","230007","6630"
"T20150008022","37587","9463"
"T20150008046","50981","100361"
"T20150008056","32079","106094"
"T20150008095","39741","5307"
"T20150008107","37838","9193"
"T20150008148","279060","6401"
"T20150008164","36208","9264"
"T20150008237","53442","105591"
"T20150008266","52364","1065"
"T20150008284","38325","5036"
"T20150008291","39706","5184"
"T20150008301","227971","9057"
"T20150008304","56532","5849"
"T20150008335","53345","7976"
"T20150008347","288407","1286"
"T20150008350","289072","6198"
"T20150008383","288859","100675"
"T20150008397","40302","5608"
"T20150008459","43974","6814"
"T20150008465","32247","5598"
"T20150008489","224428","6822"
"T20150008491","170421","4262"
"T20150008538","288245","6711"
"T20150008560","224040","9440"
"T20150008635","40376","5607"
"T20150008646","276","9601"
"T20150008648","43859","6583"
"T20150008678","250261","9480"
"T20150008682","44997","9143"
"T20150008700","57401","9016"
"T20150008703","795","6010"
"T20150008740","42746","6207"
"T20150008745","288380","8798"
"T20150008776","53517","7978"
"T20150008795","40357","106095"
"T20150008839","38379","5133"
"T20150008853","61517","8708"
"T20150008865","64988","5174"
"T20150008900","36223","103979"
"T20150008905","53004","2348"
"T20150009054","29869","9586"
"T20150009094","36590","104543"
"T20150009131","266","8868"
"T20150009155","46308","9020"
"T20150009157","41843","5710"
"T20150009183","34021","5673"
"T20150009185","289510","9415"
"T20150009188","288574","4219"
"T20150009202","47276","5835"
"T20150009220","292961","105843"
"T20150009269","54212","5012"
"T20150009279","35342","9231"
"T20150009280","290308","5184"
"T20150009285","795","6010"
"T20150009298","53680","6124"
"T20150009308","42750","6234"
"T20150009363","52210","1197"
"T20150009372","275497","7829"
"T20150009374","40377","5607"
"T20150009474","53359","2258"
"T20150009509","329","5267"
"T20150009548","250803","104093"
"T20150009564","46125","5247"
"T20150009572","289704","103179"
"T20150009585","224568","5794"
"T20150009628","39826","1018"
"T20150009650","50058","7739"
"T20150009676","128","1020"
"T20150009804","289300","3173"
"T20150009861","234609","5988"
"T20150009906","37911","9160"
"T20150009918","793","1000"
"T20150009918","793","6086"
"T20150009928","37712","9449"
"T20150009937","43152","6282"
"T20150009952","69466","6019"
"T20150009970","42000","6000"
"T20150009987","42467","6083"
"T20150010013","721","5995"
"T20150010044","44982","9141"
"T20150010056","246508","9260"
"T20150010068","289242","101395"
"T20150010075","228395","8837"
"T20150010105","1246","9121"
"T20150010106","57800","104533"
"T20150010176","29940","102059"
"T20150010180","57839","6618"
"T20150010237","73761","103573"
"T20150010241","1246","9121"
"T20150010260","52110","1153"
"T20150010279","53417","3087"
"T20150010280","35431","1016"
"T20150010283","37753","8679"
"T20150010303","290478","6045"
"T20150010318","33759","5763"
"T20150010354","38424","5111"
"T20150010403","264468","7793"
"T20150010467","66216","102883"
"T20150010507","36838","6484"
"T20150010546","35262","7715"
"T20150010547","289346","9158"
"T20150010574","289525","9561"
"T20150010586","57709","9390"
"T20150010588","29364","9206"
"T20150010599","289584","6420"
"T20150010602","41936","5772"
"T20150010676","51107","3150"
"T20150010680","290975","9007"
"T20150010688","29887","1002"
"T20150010691","38688","9300"
"T20150010694","41018","5521"
"T20150010723","239030","7834"
"T20150010727","721","5995"
"T20150010767","63561","9067"
"T20150010771","44463","7708"
"T20150010807","39540","5241"
"T20150010852","46314","101638"
"T20150010867","231563","9395"
"T20150010873","40596","5665"
"T20150010901","37769","102123"
"T20150010906","846","106069"
"T20150010924","45062","3092"
"T20150010930","531","1015"
"T20150010936","36222","9242"
"T20150010944","39558","5308"
"T20150010965","279060","6401"
"T20150010979","225952","9060"
"T20150010994","35636","1022"
"T20150010999","35568","5774"
"T20150011009","45049","9070"
"T20150011034","43680","8539"
"T20150011096","29564","5180"
"T20150011142","20827","1201"
"T20150011182","289625","8797"
"T20150011189","43741","8735"
"T20150011219","10410","9005"
"T20150011227","221459","8758"
"T20150011249","41762","5995"
"T20150011258","40679","8954"
"T20150011263","246508","9260"
"T20150011264","227113","101320"
"T20150011287","53442","105591"
"T20150011288","53345","7976"
"T20150011310","43935","106073"
"T20150011333","42413","6100"
"T20150011402","42575","6162"
"T20150011406","191416","6435"
"T20150011415","282758","8768"
"T20150011440","64624","5135"
"T20150011456","289748","6291"
"T20150011477","293576","6654"
"T20150011479","289756","6765"
"T20150011495","29746","6456"
"T20150011513","54586","6156"
"T20150011528","289876","6022"
"T20150011536","289772","7608"
"T20150011560","35662","8601"
"T20150011584","596","103566"
"T20150011608","279060","6401"
"T20150011644","44081","6864"
"T20150011659","60809","102781"
"T20150011748","54453","9413"
"T20150011758","876","6270"
"T20150011833","36321","6197"
"T20150011835","40357","106095"
"T20150011850","36782","6448"
"T20150011872","713","5957"
"T20150011876","36150","5876"
"T20150011903","221562","6504"
"T20150011905","36104","5020"
"T20150011919","469","9277"
"T20150011962","383","5502"
"T20150011971","51141","3165"
"T20150012045","290371","5311"
"T20150012047","290975","9007"
"T20150012048","41006","5634"
"T20150012107","67820","102494"
"T20150012136","57878","8783"
"T20150012141","282480","6284"
"T20150012148","795","6010"
"T20150012158","282480","6284"
"T20150012203","30110","4082"
"T20150012260","42085","8962"
"T20150012302","50326","7923"
"T20150012317","47128","106073"
"T20150012370","40978","8832"
"T20150012393","57576","106088"
"T20150012399","37302","9365"
"T20150012432","290445","6694"
"T20150012492","50099","7755"
"T20150012503","55855","4321"
"T20150012506","478","5254"
"T20150012547","43027","6301"
"T20150012638","35408","9510"
"T20150012656","290431","6430"
"T20150012674","291311","1280"
"T20150012713","39759","5199"
"T20150012727","61034","2347"
"T20150012734","57596","6269"
"T20150012766","290890","5561"
"T20150012772","227971","9057"
"T20150012798","290537","100278"
"T20150012823","34725","106094"
"T20150012830","53442","105591"
"T20150012857","41876","5838"
"T20150012871","55422","2308"
"T20150012889","56604","102346"
"T20150012941","40238","5465"
"T20150013000","35662","8601"
"T20150013002","1318","9017"
"T20150013013","40568","5549"
"T20150013019","38604","8684"
"T20150013029","57839","6618"
"T20150013083","55791","6194"
"T20150013107","290759","8556"
"T20150013110","66325","9407"
"T20150013125","33698","5678"
"T20150013136","39539","5236"
"T20150013216","46065","6795"
"T20150013275","280692","6797"
"T20150013305","290766","100369"
"T20150013386","11397","8967"
"T20150013459","287982","9322"
"T20150013509","47857","5825"
"T20150013516","42752","6315"
"T20150013521","36862","9441"
"T20150013525","57553","5819"
"T20150013578","57846","6409"
"T20150013596","234790","1213"
"T20150013597","40903","5407"
"T20150013623","292327","5894"
"T20150013645","53401","2254"
"T20150013648","43975","6818"
"T20150013711","43549","6678"
"T20150013712","229733","5957"
"T20150013715","45218","104274"
"T20150013786","251758","100372"
"T20150013794","67220","5532"
"T20150013799","37173","9427"
"T20150013836","43662","8536"
"T20150013839","41936","5772"
"T20150013849","291207","6812"
"T20150013861","288245","6711"
"T20150013874","287895","106074"
"T20150013886","282422","6394"
"T20150013893","48362","6784"
"T20150013903","35642","6766"
"T20150013915","52183","1182"
"T20150013959","57544","100891"
"T20150013961","37105","6449"
"T20150013980","251374","6706"
"T20150013990","38477","5048"
"T20150013993","795","6010"
"T20150014033","223918","102023"
"T20150014046","47390","101866"
"T20150014061","292294","100703"
"T20150014082","1195","7845"
"T20150014121","43859","6583"
"T20150014141","40951","5456"
"T20150014160","57544","100891"
"T20150014172","289748","6291"
"T20150014192","35662","8601"
"T20150014214","57632","1028"
"T20150014214","57632","7642"
"T20150014228","50059","105623"
"T20150014301","291440","6598"
"T20150014389","292545","102411"
"T20150014445","46684","100102"
"T20150014448","36222","9242"
"T20150014456","41559","5857"
"T20150014491","291568","4127"
"T20150014508","43510","6671"
"T20150014518","29618","5570"
"T20150014599","38545","9196"
"T20150014620","36693","9262"
"T20150014650","44793","2108"
"T20150014663","57354","8693"
"T20150014696","40399","5644"
"T20150014698","281709","8685"
"T20150014708","37446","102524"
"T20150014728","45885","6181"
"T20150014745","43061","6385"
"T20150014790","42474","6050"
"T20150014803","46030","9549"
"T20150014824","57629","1027"
"T20150014840","46134","6466"
"T20150014870","22473","2187"
"T20150014900","10592","1000"
"T20150014907","221373","8579"
"T20150014966","40613","5544"
"T20150014977","53517","7978"
"T20150014987","41344","102065"
"T20150015006","293459","101585"
"T20150015016","57632","1028"
"T20150015016","57632","7642"
"T20150015019","292174","9455"
"T20150015045","291815","6026"
"T20150015057","57585","6103"
"T20150015076","37585","9474"
"T20150015140","12322","8838"
"T20150015179","292917","104271"
"T20150015185","292800","5977"
"T20150015206","292116","100912"
"T20150015210","44220","8618"
"T20150015218","230850","7725"
"T20150015223","29435","8803"
"T20150015248","57918","5726"
"T20150015270","293448","1001"
"T20150015286","291983","8864"
"T20150015298","43133","101199"
"T20150015316","40613","5544"
"T20150015325","46571","6939"
"T20150015355","249830","7555"
"T20150015385","40906","5553"
"T20150015387","42454","6131"
"T20150015395","293430","1145"
"T20150015396","33759","5763"
"T20150015406","62543","102006"
"T20150015430","292052","6067"
"T20150015479","36220","9200"
"T20150015481","225009","8693"
"T20150015511","46911","9413"
"T20150015514","222523","5527"
"T20150015611","44348","104810"
"T20150015655","292164","5792"
"T20150015667","10592","1000"
"T20150015672","232989","9343"
"T20150015699","36210","9279"
"T20150015732","60788","2272"
"T20150015749","29372","9209"
"T20150015759","46085","1000"
"T20150015770","239030","7834"
"T20150015776","228087","7875"
"T20150015836","41848","5974"
"T20150015846","292258","1230"
"T20150015947","1174","6545"
"T20150015950","41713","5715"
"T20150015972","52837","105592"
"T20150015991","795","6010"
"T20150016012","224428","6822"
"T20150016038","37585","9474"
"T20150016040","410","9023"
"T20150016099","38483","5051"
"T20150016103","10592","1000"
"T20150016147","224619","8724"
"T20150016203","29619","5485"
"T20150016220","46134","6466"
"T20150016224","46654","1015"
"T20150016258","35546","5754"
"T20150016258","35546","101261"
"T20150016267","37105","6449"
"T20150016276","46824","7767"
"T20150016292","596","103566"
"T20150016320","44982","9141"
"T20150016347","38099","9033"
"T20150016436","40164","103613"
"T20150016463","292816","103600"
"T20150016503","37235","9084"
"T20150016510","35308","1001"
"T20150016510","35308","9286"
"T20150016519","38702","9363"
"T20150016556","292978","8863"
"T20150016566","37362","8797"
"T20150016612","43662","8536"
"T20150016621","20827","1201"
"T20150016631","42744","6221"
"T20150016642","29372","9209"
"T20150016662","294763","5108"
"T20150016680","54410","102418"
"T20150016731","40891","104848"
"T20150016770","227899","5772"
"T20150016773","63338","100461"
"T20150016783","899","6573"
"T20150016808","292878","5374"
"T20150016817","41784","5928"
"T20150016826","37297","8969"
"T20150016828","292795","8909"
"T20150016847","41244","8885"
"T20150016867","61611","103176"
"T20150016883","1318","9017"
"T20150016887","292801","8669"
"T20150016893","231563","9395"
"T20150016904","1175","6546"
"T20150016910","223351","6605"
"T20150016912","49974","7711"
"T20150016923","292914","100372"
"T20150016966","29771","6667"
"T20150017022","35546","5754"
"T20150017022","35546","101261"
"T20150017026","32012","5538"
"T20150017041","230680","8808"
"T20150017055","29396","9329"
"T20150017117","44220","8618"
"T20150017136","253433","6105"
"T20150017146","47193","5826"
"T20150017159","46030","9549"
"T20150017179","38572","8805"
"T20150017189","293007","106077"
"T20150017199","51735","4190"
"T20150017207","41003","8834"
"T20150017231","41364","5894"
"T20150017300","279060","6401"
"T20150017328","35662","8601"
"T20150017361","46314","101638"
"T20150017382","42819","6400"
"T20150017395","50647","7975"
"T20150017410","252897","8596"
"T20150017417","293155","106026"
"T20150017424","293088","106078"
"T20150017431","39747","5141"
"T20150017449","37302","9365"
"T20150017481","36221","9233"
"T20150017485","36210","9279"
"T20150017512","51901","4254"
"T20150017552","50247","7847"
"T20150017554","53378","6449"
"T20150017593","41894","5818"
"T20150017608","36610","106114"
"T20150017633","55539","9396"
"T20150017661","41001","5629"
"T20150017662","223827","7833"
"T20150017669","51133","3157"
"T20150017679","293454","8856"
"T20150017739","295324","8876"
"T20150017795","32492","5734"
"T20150017854","41977","5819"
"T20150017855","46819","9477"
"T20150017856","293330","8757"
"T20150017876","244185","101493"
"T20150017899","43567","6769"
"T20150017926","263874","102912"
"T20150017934","232947","9058"
"T20150017940","38321","5116"
"T20150017947","293335","7674"
"T20150017950","41667","5899"
"T20150017971","293523","104294"
"T20150017980","37962","9010"
"T20150017984","42474","6050"
"T20150017988","11083","5703"
"T20150018016","231516","6331"
"T20150018018","792","6047"
"T20150018045","263324","8987"
"T20150018051","42197","6153"
"T20150018055","231516","6331"
"T20150018070","248402","9395"
"T20150018102","69826","6109"
"T20150018147","45469","102618"
"T20150018177","42975","6210"
"T20150018191","221381","8610"
"T20150018208","37592","9490"
"T20150018230","38572","8805"
"T20150018263","264468","7793"
"T20150018264","293613","6350"
"T20150018275","46086","6109"
"T20150018282","32079","106094"
"T20150018298","293709","6282"
"T20150018311","43741","8735"
"T20150018436","287073","9210"
"T20150018465","258754","101246"
"T20150018502","49691","7616"
"T20150018513","254336","8641"
"T20150018565","36093","100910"
"T20150018608","37297","8969"
"T20150018611","39747","5141"
"T20150018618","26244","4192"
"T20150018645","57069","101432"
"T20150018675","256274","6049"
"T20150018680","793","1000"
"T20150018680","793","6086"
"T20150018734","42197","6153"
"T20150018741","10410","9005"
"T20150018750","478","5254"
"T20150018781","294007","9239"
"T20150018783","15407","7727"
"T20150018786","38321","5116"
"T20150018844","83","9299"
"T20150018860","239284","8800"
"T20150018867","34021","5673"
"T20150018926","294389","102938"
"T20150018949","44387","9565"
"T20150018990","225009","8693"
"T20150019005","293884","103687"
"T20150019027","43389","8939"
"T20150019037","29435","8803"
"T20150019041","1082","6868"
"T20150019086","39558","5308"
"T20150019091","10592","1000"
"T20150019100","20827","1201"
"T20150019112","294629","3009"
"T20150019139","293962","2357"
"T20150019166","57726","6407"
"T20150019193","294061","1009"
"T20150019224","37833","9173"
"T20150019247","35451","8750"
"T20150019261","294054","2283"
"T20150019263","224428","6822"
"T20150019264","36261","9315"
"T20150019299","44382","9567"
"T20150019308","29746","6456"
"T20150019315","48173","8597"
"T20150019317","294262","9016"
"T20150019322","36448","6458"
"T20150019331","259283","7811"
"T20150019363","48492","9163"
"T20150019436","45553","9117"
"T20150019517","221693","5266"
"T20150019538","277792","6420"
"T20150019553","29592","9519"
"T20150019560","289584","6420"
"T20150019562","42919","6219"
"T20150019582","240343","9415"
"T20150019591","32339","100864"
"T20150019596","39728","8941"
"T20150019617","42824","6423"
"T20150019667","46197","6203"
"T20150019677","46015","6246"
"T20150019682","229693","9484"
"T20150019714","29396","9329"
"T20150019724","33419","7734"
"T20150019750","47464","7676"
"T20150019772","271173","9009"
"T20150019785","49662","7602"
"T20150019800","53021","2355"
"T20150019819","294292","6766"
"T20150019843","243934","2334"
"T20150019848","239030","7834"
"T20150019853","10850","9416"
"T20150019859","41734","5872"
"T20150019864","29887","1002"
"T20150019884","50129","7770"
"T20150019945","46819","9477"
"T20150019950","36135","104544"
"T20150019977","42850","6382"
"T20150019981","292978","8863"
"T20150020034","47939","104545"
"T20150020035","290975","9007"
"T20150020055","46460","102347"
"T20150020063","294450","105426"
"T20150020092","46942","6006"
"T20150020138","1016","6592"
"T20150020155","32339","100864"
"T20150020170","291311","1280"
"T20150020177","36798","9447"
"T20150020182","83","9299"
"T20150020189","46617","101041"
"T20150020203","49709","7626"
"T20150020229","294515","104099"
"T20150020315","46197","6203"
"T20150020316","224568","5794"
"T20150020368","294578","105638"
"T20150020390","41921","5745"
"T20150020404","37164","8624"
"T20150020429","246851","6573"
"T20150020431","29988","102067"
"T20150020501","228612","8901"
"T20150020503","240157","4294"
"T20150020505","54453","9413"
"T20150020528","40500","5518"
"T20150020566","34813","9210"
"T20150020650","38864","5207"
"T20150020671","232134","6914"
"T20150020672","294990","3033"
"T20150020686","57434","5149"
"T20150020697","40141","9551"
"T20150020739","874","6406"
"T20150020772","43049","6326"
"T20150020849","69466","6019"
"T20150020855","10592","1000"
"T20150020870","93720","5553"
"T20150020875","29425","9391"
"T20150020893","25939","8838"
"T20150020905","57632","1028"
"T20150020905","57632","7642"
"T20150021008","1298","6552"
"T20150021051","50704","7998"
"T20150021062","36782","6448"
"T20150021078","29396","9329"
"T20150021128","91659","5490"
"T20150021139","24378","6509"
"T20150021153","298120","6560"
"T20150021168","36221","9233"
"T20150021203","295048","1064"
"T20150021207","39737","101501"
"T20150021209","38755","8706"
"T20150021221","295003","6434"
"T20150021235","295108","2344"
"T20150021284","299438","102552"
"T20150021299","289584","6420"
"T20150021301","47484","6488"
"T20150021302","713","5957"
"T20150021320","295036","105399"
"T20150021326","221693","5266"
"T20150021355","298894","9173"
"T20150021373","1248","8753"
"T20150021394","37753","8679"
"T20150021402","40613","5544"
"T20150021403","53331","1193"
"T20150021427","29796","8903"
"T20150021429","65993","5311"
"T20150021436","35714","9155"
"T20150021463","44081","6864"
"T20150021496","275758","103145"
"T20150021517","56948","101285"
"T20150021541","37173","9427"
"T20150021545","42746","6207"
"T20150021557","39435","5175"
"T20150021560","47518","100903"
"T20150021569","49524","3257"
"T20150021587","40520","5523"
"T20150021593","35565","5699"
"T20150021621","295580","6623"
"T20150021624","41935","5751"
"T20150021645","295219","2103"
"T20150021694","37916","9186"
"T20150021711","57661","7784"
"T20150021716","253059","102343"
"T20150021735","36041","9156"
"T20150021740","15435","7831"
"T20150021743","58086","8843"
"T20150021765","45050","100447"
"T20150021771","45400","9169"
"T20150021812","278628","6401"
"T20150021828","51624","4166"
"T20150021830","279300","5731"
"T20150021861","127232","8742"
"T20150021871","263908","6030"
"T20150021871","263908","105834"
"T20150021877","292174","9455"
"T20150021878","278486","9585"
"T20150021886","29386","9210"
"T20150021887","19446","4193"
"T20150021905","43774","8910"
"T20150021912","67223","5535"
"T20150021927","46492","5627"
"T20150021933","296004","103356"
"T20150021973","29435","8803"
"T20150021995","155708","7774"
"T20150022000","295370","5456"
"T20150022003","54138","8885"
"T20150022027","245214","5755"
"T20150022027","245214","101261"
"T20150022044","48906","9158"
"T20150022090","40920","5562"
"T20150022130","44463","7708"
"T20150022162","295455","2232"
"T20150022195","47678","6802"
"T20150022221","56001","101103"
"T20150022268","295550","3122"
"T20150022270","57101","9278"
"T20150022304","37670","8726"
"T20150022314","57026","5482"
"T20150022336","41145","104623"
"T20150022361","57918","5726"
"T20150022405","47550","6775"
"T20150022410","29539","5386"
"T20150022411","42197","6153"
"T20150022421","39775","5202"
"T20150022465","35432","5028"
"T20150022480","57065","9172"
"T20150022482","29416","9375"
"T20150022512","256440","6289"
"T20150022515","282480","6284"
"T20150022520","40108","9532"
"T20150022521","296062","9018"
"T20150022570","43741","8735"
"T20150022573","35308","1001"
"T20150022573","35308","9286"
"T20150022600","277121","8582"
"T20150022653","53356","5005"
"T20150022675","43431","6696"
"T20150022684","53343","1026"
"T20150022698","45642","9183"
"T20150022722","34021","5673"
"T20150022752","296757","9121"
"T20150022795","295550","3122"
"T20150022929","232134","6914"
"T20150022933","45175","1280"
"T20150022948","1189","7697"
"T20150022982","296291","6626"
"T20150023015","56514","2351"
"T20150023028","68423","5745"
"T20150023029","41991","5934"
"T20150023037","10592","1000"
"T20150023051","29573","5329"
"T20150023061","277461","9401"
"T20150023062","38009","9179"
"T20150023087","41018","5521"
"T20150023092","57065","9172"
"T20150023120","44382","9567"
"T20150023138","257611","101614"
"T20150023140","52865","2315"
"T20150023147","35491","9520"
"T20150023190","295939","100314"
"T20150023254","46695","6038"
"T20150023272","38117","103807"
"T20150023335","296060","9599"
"T20150023349","35891","6614"
"T20150023391","221448","8744"
"T20150023416","296067","9012"
"T20150023433","40684","8960"
"T20150023434","12246","5490"
"T20150023444","70600","6343"
"T20150023490","39578","5306"
"T20150023515","43027","6301"
"T20150023536","41762","5995"
"T20150023544","1189","7697"
"T20150023553","296146","5755"
"T20150023616","234609","5988"
"T20150023675","42583","6178"
"T20150023712","48778","8624"
"T20150023779","41819","5907"
"T20150023786","256171","6176"
"T20150023790","50253","7853"
"T20150023795","741","5823"
"T20150023796","46134","6466"
"T20150023837","56873","8962"
"T20150023963","41762","5995"
"T20150023996","35526","5413"
"T20150024006","296469","4288"
"T20150024016","50155","7786"
"T20150024027","4973","6837"
"T20150024066","48492","9163"
"T20150024071","218","8610"
"T20150024074","38578","9431"
"T20150024116","45572","100058"
"T20150024232","34813","9210"
"T20150024273","43359","6613"
"T20150024289","45793","104848"
"T20150024295","40317","5484"
"T20150024324","280692","6797"
"T20150024332","713","5957"
"T20150024356","297434","100907"
"T20150024394","281588","6407"
"T20150024410","233847","6117"
"T20150024430","41825","5718"
"T20150024449","57395","106101"
"T20150024459","29388","1006"
"T20150024471","298113","100314"
"T20150024474","296595","5272"
"T20150024487","49662","7602"
"T20150024506","296602","5207"
"T20150024524","42232","6193"
"T20150024550","234609","5988"
"T20150024590","296619","104185"
"T20150024618","74079","1326"
"T20150024642","793","1000"
"T20150024642","793","6086"
"T20150024660","43333","6578"
"T20150024662","36858","9413"
"T20150024670","39539","5236"
"T20150024696","29879","103331"
"T20150024760","37164","8624"
"T20150024780","293576","6654"
"T20150024832","230092","103760"
"T20150024843","41713","5715"
"T20150024862","81017","5528"
"T20150024890","251622","6495"
"T20150024893","41244","8885"
"T20150024894","47183","9343"
"T20150024946","49990","7715"
"T20150024947","46519","5510"
"T20150024988","55168","9326"
"T20150025013","50325","7923"
"T20150025037","56683","100997"
"T20150025044","35408","9510"
"T20150025052","297068","105430"
"T20150025063","41762","5995"
"T20150025069","46264","5300"
"T20150025072","52860","2313"
"T20150025115","297431","6659"
"T20150025196","298000","100279"
"T20150025205","277173","6789"
"T20150025249","34725","106094"
"T20150025250","251819","5952"
"T20150025327","50179","7795"
"T20150025351","42157","6092"
"T20150025380","37585","9474"
"T20150025421","1016","6592"
"T20150025423","46030","9549"
"T20150025446","38524","9215"
"T20150025456","38576","1004"
"T20150025497","297188","1105"
"T20150025523","70728","6383"
"T20150025535","297178","102470"
"T20150025544","41150","106085"
"T20150025594","289510","9415"
"T20150025680","266859","5682"
"T20150025680","266859","106095"
"T20150025697","52106","1151"
"T20150025766","53216","9400"
"T20150025772","43660","8527"
"T20150025779","278486","9585"
"T20150025797","25939","8838"
"T20150025842","29396","9329"
"T20150025874","61279","8652"
"T20150025888","37362","8797"
"T20150025897","298099","103929"
"T20150025936","32247","5598"
"T20150025942","52298","102439"
"T20150025971","298369","2001"
"T20150025984","297514","6011"
"T20150026005","37546","103889"
"T20150026023","29870","9419"
"T20150026041","44463","7708"
"T20150026106","56077","7724"
"T20150026122","37962","9010"
"T20150026155","11397","8967"
"T20150026196","45879","5938"
"T20150026249","297393","1104"
"T20150026261","297410","101435"
"T20150026278","56619","6602"
"T20150026289","57408","9048"
"T20150026289","57408","102169"
"T20150026299","57395","106101"
"T20150026402","83","9299"
"T20150026445","46948","5358"
"T20150026475","298519","5733"
"T20150026476","876","6270"
"T20150026504","297518","103734"
"T20150026518","50412","1311"
"T20150026532","56387","7915"
"T20150026568","303760","101752"
"T20150026573","36858","9413"
"T20150026660","39558","5308"
"T20150026695","792","6047"
"T20150026714","36206","9245"
"T20150026720","40140","9548"
"T20150026759","42232","6193"
"T20150026764","232152","6692"
"T20150026764","232152","102085"
"T20150026804","22537","2355"
"T20150026877","45214","104270"
"T20150026887","57648","6672"
"T20150026902","38434","1016"
"T20150026977","29425","9391"
"T20150026987","297824","8891"
"T20150027001","52392","103260"
"T20150027024","246851","6573"
"T20150027069","55321","4018"
"T20150027072","298178","3107"
"T20150027086","297830","101802"
"T20150027089","47131","6590"
"T20150027143","52011","1074"
"T20150027149","34705","104270"
"T20150027175","297918","5401"
"T20150027178","43500","101927"
"T20150027205","298015","9023"
"T20150027231","298053","7869"
"T20150027241","263228","3186"
"T20160000023","40910","5624"
"T20160000108","36206","9245"
"T20160000126","41527","103500"
"T20160000128","478","5254"
"T20160000130","22748","2369"
"T20160000198","49680","7608"
"T20160000200","38098","9032"
"T20160000202","298484","6814"
"T20160000224","299386","1002"
"T20160000239","47254","101052"
"T20160000244","298110","8800"
"T20160000301","38607","9349"
"T20160000304","55422","2308"
"T20160000311","53984","1288"
"T20160000321","298145","8560"
"T20160000341","73625","6924"
"T20160000400","39742","5368"
"T20160000401","282480","6284"
"T20160000402","35705","8760"
"T20160000442","55960","7805"
"T20160000532","298254","8741"
"T20160000556","53315","1179"
